0,1
期末开卷考试，平时会有实验，要写实验报告，会有一次突击点到，签上姓名和学号就行，应该可以代签，给分不错,good
只点过一次名，中间会做一次实验，交实验报告，因为对这门课不感兴趣，上课没听过，期末会给资料，开卷考试，给分好,good
去了实验课，其他点名不清楚，分数扎心,bad
有2次作业，写实验报告。期末开卷，基本90+,good
PPT讲课，考试不难，不点到,good
给分超好,good
给分可以,good
期末发题库开卷考试基本90+,good
期末考试开卷还不让用手机和电脑，，有点迷,bad
给分还是可以的,good
开卷考试，另外的实验课也要去，挺有意思的,good
考试是开卷考试，都是课上的内容。另外有一次实验课，需要去。,good
平时有几次课堂作业，期末开卷，但限定纸质资料，，给分良心,good
虽然不感兴趣，但开卷考试，给分很好了,good
开卷考试，三次签到，给分还不错,good
实验课比较有趣，理论课相对枯燥，不过也是理论课程的通病了。教案可能很长时间没换过，不过还是有很多不错的内容的,good
有实验，有三次点名，错过了一次，还有实验课，还要考试。只有80几,bad
还要做实验有点麻烦,bad
基本没点过名，中间有一次实验课需要到实验室拿实验报告并签到，答案格式都在老师邮箱里，最后是开卷考试，需要抄的内容很多，但基本上都出自老师给的资料，分数90+,good
我觉得基本就是做自己作业的课吧。,good
听人说给分高选的，但是我88分，没传说中那么好，好像没点过名，最后开卷考试，写个实验报告,bad
作业少给分高,bad
開卷考試，不點名，期末有一份調查報告要寫，答案老師會上傳到公郵共享，并且有一次汽車模型體驗。期末考試開卷，答案也同樣上傳到公郵共享，會抄就有高分,good
开卷，给分好,good
人不错，几乎不点名，课还行,good
就点了几次名和写了几次作业，拿着电脑去考试，抄得手都断了,good
只去过几次，期末考试，提前会把答案给大家，,good
不定期点名，上课会看一些视频，中间有一次实验报告要做，不过也不难。期末考试开卷，基本能在给的资料上找到答案，就是手要多动动了。给分还好，85+吧,good
课上讲汽车知识，最多的就是讲发动机，期中有一篇实验报告，问题都可以在网上搜到答案。期末是开卷考试，老师会给题库，有答案。有过两次签到。给分90+,good
点名几次，一次去课程实验，写实验报告很简单。期末考试开卷，题目答案资料上都有。给分90+。老师人很好。,good
业界良心！,good
考核方式就是期末一个创意设计，讲课挺有趣的,good
期末交设计方案，老师人非常好给分非常高，但到得不齐会点名（不知道会不会影响给分）。另外想参加创新创业项目的同学建议选择，老师很有经验，能帮到很多忙。,good
期末交一篇论文就好了，给分高，老师讲课很不错的,good
老师人很好，讲课很有趣，也会请一些相关行业的专家来分享经验，能够学到很多有用的东西。偶尔签到，但不扣分，期末交一个项目书，给分高，90+。,good
期末交一个项目书，讲课比较有意思，适合打算参加互联网创业的同学选，给分良心,good
期末交一个项目书即可,good
老师给分真的很好，毕竟是大一选上的，还给了90+,good
老师讲的很好,good

老师很可爱，讲的也很基础，如果真的想学习C语言建议选专业课或者自学,good
每次课都会有上机作业，当然也可以后补，老师讲课很温柔，讲的也比较细，期末会有一次测验。认真听，是可以学到不少C语言基础知识，收获也是蛮大的，给分也很好，我记得我拿了99分,good
就是每次的上机作业和期末测验~老师会一点点教~也可以抱大腿~只要作业做完了给分就很好,good
老师很好呀,good
总体感觉还不错！,good
每节课都要做小作业，其实不会的话可以找同学帮忙，老师人很好，96分,good
每节课都要上机训练,good
老师人超级无敌好,good
给分贼好,good
有编程作业，考试开卷不难，认真听老师讲就行。给分高,good
老师很好，，很有耐心，，讲课也很清楚，跟着老师走就很简单了，，每次课堂都有作业，，期末交作业，给分很高,good
非常喜欢,good
每次课都有小作业，还会有一两次大作业，对于没有基础的人来说耗时多些，卡绩,good
老师很可爱，真的能学到东西，期末要到了历年原题。。97:),good
平常作业课上给时间做，期末也不难,good
老师极好，强推！,good
老师讲的很好，很耐心，给分很不错，还有加分机会,good
每节课都要上机练习和提交作业，但是认真学可以学到东西,good
老师讲课还是挺认真的，作业可以带回去写，有过几次小测可以翻书，期末考试比较宽，也可以带回去做，给分超赞90+,good
给分很高，平时作业难考试很简单,good
老师讲课有点无聊，但只要认真听，就没事。每节课都会有课下作业，主要是程序设计。,good
每堂课都有小作业，不过可以回宿舍完成，没去也可以问同学作业是什么，不点名，开卷考试，很轻松,good
通过交作业形式考勤，每节课都有小作业，但是确实能学到东西。女老师脾气很好，也很认真负责。,good
在机房上课，每次都有编程作业需要提交，题目非常简单。给分90+,good
老师会很认真回答问题，整个课程很简单,good
下课要花些时间弄懂老师讲的，要好好写作业。,good
标准有点迷，讲课的详略安排不是很理想，有些东西需要课后慢慢弄明白,bad
不是特别感兴趣的真的不建议选,bad
讲的有乐理，没基础挺费劲，最后做两段音频，给分有点迷,good
首先还是要表达一下对老师的感谢。上课非常有意思，互动性强，如果认真做笔记的话可以学到很多会讲SONgoodR和CUbadgoodSE这两个软件，感觉CUbadgoodSE很有用，但SONgoodR可以用overture来代替对乐理基础的要求并不高（即使啥也不懂，也只需要把五线谱的高音谱号和低音谱号都给认熟练就行），但笔记极其重要（还会讲三和弦之类的）但有意思是一方面，另一方面，不建议用这门课来水学分，因为即使你平时把这门课当成专业课来学习，来重视，也并不能保证你期末能满绩（没错，给分细则不详，也许你把它当成数分那么重要来学也只能得80多分）（89成功卡绩的路过）,good
非常不推荐，讲课进度太快，没有基础的话基本跟不上，最后还要交自己写的音乐，给分也不好，坑爹啊！！,bad
期末做一个短的音乐，但给分一般，,bad
讲的是非常基础的乐理知识，及Songoodr和CUbadgoodSE的简单使用，考核需要交一首midi格式的音乐和一首自己用软件做的音乐，有一定的难度，认真做了也只有88分,bad
除非有巨大到做梦都在搞电子音乐的兴趣，否则不建议选择,bad
有音乐基础的话可以学到一点简单的CUbadgoodSE和songoodr的应用，老师讲课稍微有点拖，不过人还挺好的,good
真的一言难尽，没有专业乐理知识的人很难听懂，最可怕的课没有之一,bad
不知道老师怎么评的分……,bad
论踩雷的意外收获哈哈哈哈哈~我们会写曲了都好强大,good
期末用软件做音频，一共2个必做的，1个可做可不做的。主要是教CUbadgoodSE和songoodr软件的时候一定要认真听，如果不听课又没有大佬带很容易挂的。我觉得教软件的那几节课挺有用，其他的关于乐理的知识讲得太零散让人很难集中注意力。不过老师好像很厉害的样子。建议：对音乐无感的同学慎选。,good
考试做两个音乐，再加自己选做一个原创，只有做的很好才能90+，不是特别感兴趣的建议别选，课的后半段都是老师在那炫耀自己，没啥干货了。,bad
变态点名，，每逢元旦，清明假期前一天必点其余时间不点，给分不高，,bad
感觉最后的成绩很看最终作品的优劣吧，建议有基础或者很有兴趣的同学选修。,bad
坑，巨坑，非常坑，不建议选,bad
认真听还是会学到一点东西的，，但是给分很低啊,bad
老师人很坑而且讲课比较懒撒，不让人拷课件而且期末给分很迷,bad
上课教你用songoodr和CUbadgoodSE制作噪音，老师没有一点逻辑，自大得一匹，千万不要相信他的任何一句话，上课最开始还讲的乐理，扯着扯着就开始在课上拖时间教你用软件做噪音，最后的作业检查也极不负责，看到这还想选的同学可以去查一下胡壮利老师的给分谢谢合作,bad
随机签到，本学期签了三次，讲课还是挺有趣的，老师也很有趣。会讲一点乐理和制作音乐的相关软件，期末交一个平时作业和期末作品，用学过的两个软件做两个作品，给分一般（这个应该比较看作品吧,bad
最后用老师讲的软件交自己做的音乐。。。一言难尽,bad
平常有三次点名，最后交了两篇小论文。课程内容很多，有些枯燥。,bad
坑爹啊，最后闭卷考试，试卷和专业课一样，坑坑坑,bad
闭卷，按照网上复习题纲加上一定努力就可90+,good
课堂比较无聊，老师典型的理科男。不过课堂本身内容还是很丰富的，认真听会有收获。闭卷考，背一背讲义，大体没有问题。,good
每次点名之前一节课都会提醒，老师上课也很轻松，不会有什么要求，也没有作业，考试也比较简单,good
总的加起来写了一万字的论文，三篇，给分还不错,good
三篇论文，均字4000以上，95,good
期末交三篇论文，93,good
每次上课打牌，很有意思,good
最后联系桥牌写论文，有字数要求,good
没怎么去过，最后一篇论文,good
上课就是前两节课和牌友（固定牌友）打牌，后一节课老师讲课，，挺有意思的，期末是当场写一篇1500字的论文,good
课很好，老师很好，周围同学分不错，但是我为啥得了82，很气，很气,bad
半节课打牌半节课上课，期末考写作文，挺有趣的,good
好！,good
这个牌比较难打，但是会打了很有意思的，85+,good
蹭分首选，若对桥牌有兴趣更好,good
最后根据牌局写一篇人生感悟，老师平时严肃但给分很棒。桥牌也很有意思。,good
上课老师会讲一部分给一部分时间大家自己打，就是桥牌好难学，不过真的算是一门比较有情怀的公选了,good
这个课上课就是打牌，很有意思，最后就是写一篇关于桥牌与人生论文,good
好玩，不考勤，都靠兴趣，但是真的喜欢玩牌的同学可以选！,good
还行,good
平时打桥牌，最后根据老师给的桥牌有关的题目写一篇记叙文，纯记叙，议论越少越好，得高分不容易，但是在艺术与欣赏类的课程中算是比较简单的,good
不点名，给分高，有趣,good
上课打牌，签两次到，轻松90+,good
每次上课打一半时间的牌，另一半时间讲课，不点名，但是不去就坑牌友了。老师看起来有点严肃，桥牌有点难，一个学期连入门都不敢说，但是桥牌很有意思。最后写一篇当堂作文，1500字，可带资料，不给用手机，给分90+,good
很多同学平时不去上课最后考试也有九十分，不科学的给分...但是老师讲课还是比较风趣有收获的。更重要的是每次课和几个稳定牌友打牌很开心。,good
这老师自称超级高手=，=,good
只要缺点名你就凉凉只有60+，请假迟到都会扣分,bad
非常好的老师！,good
只有一次没去赶上点名，期末也好好复习了，同样情况的同学考了90+，自己只有60多，很迷。,bad
老师课讲得挺好的，能学到东西，两次课上点名，记得比较严格，请假也会扣分,bad
考试就是听歌识曲．．固定点名２次,good
老师特别幽默，上课很有趣，上课认真听了，考前复习一下，90+没问题的。,good
感觉老师特别好，课也很有意思（如果我在多会一点音乐知识的话）,good
老师讲课很幽默，每节课都去了，认真学习不翘课90+应该没问题,good
老师讲课很好。但是时不时点一下名，中途有一次随堂小测，运气不好逃过两次课都点名了，最后60+，不过每次去的话分会很高吧,good
老师很逗，大美女，然后平时上课就是听歌，边听老师边讲。一共会有三次点名，期末考核是听十首音乐，写出曲名，作者，出处，无压力,good
好,good
没什么作业，老师也很好讲的也很新颖,good
平常没啥作业，老师经常换，给分不怎么样,bad
考试开卷，题目书上找不到,bad
有三次点名，决定平时成绩，每节课的老师都不一样，大部分老师都挺有趣的，老师也很棒棒，考试就是考平时讲过的基础知识，水课的别来，都是干货,good
老师讲课速度挺快的，但是对问题很耐心。都是生科院的教授讲课，期末开卷，老师不给PPT，但是不会考细节，只考对每个专题的大概认知，8个论述题。基因专题最好听听，考试有点难,good
点名似乎只有一次，每个部分都有不同的老师来上，上课可以说很精彩。期末考开卷，但是一本书根本不够，然后老师改卷应该很严吧，分数太好。,good
会用微助教点两次名，中间有几次作业，最后开卷考试，70多，很无语,bad
偶尔点名，最后开卷考试，但是也很难，给分不咋滴,bad
没有作业，期末开卷,good
很好的一门课，引人入胜，能学到很多,good
给分一般,bad
作为地理科学的学生上这门课感觉很神奇，课程很有意思，虽然不知道是如何评分的，不过推荐！,good
开卷考试，无语~70+,bad
上几节课换一次老师，每个老师留一次作业，考试开卷,good
给分很坑，建议不要选。。。,bad
考试开卷，比较严，老师会带几个人过来一块监考,bad
闭卷，给分高,good
老师还是很有趣，内容比较乏味，期末开卷90+,good
挺实用，但是老师讲的不是特别有趣，课件偏老,bad
松的闭卷考试会画重点给分在85以上,good
老师比较严，经常对课堂上同学不听课发牢骚，有一两次会点同学起来回答问题，算是点名了吧,bad
开卷考试，题目还可以，轻松90+,good
开卷、有一次其中出一道题来做、论文作为平时成绩,good
给分好，期末论文+考试，老师人也很好,good
给分、给分、给分，，，很好,good
期末开卷，题目学生自己出，在课本上都能找到,good
老师超级可爱，人超级好，给分也很高，就是有些水，值得选,good
从我们这年变成了开卷考试。就点过一次名然而查的很严，我没去，80+，看个人情况选吧,bad
作业是手写一篇论文，课程很轻松，给分好,good
往年的交论文变成了闭卷考试，平时交过一次论文点名貌似是两次，不过考试题目跟教材比较接近，考前会画重点题目。,good
两篇论文，不点名，85+,good
作业没有，点名一次，有两篇论文，学期中一篇，期末一篇,good
老师很负责很温柔，期末开卷老师给材料，最后85+,good
每堂课都签到，期末开卷，给分挺好,good
开卷，老师人很好，我觉得自己做得不怎么好，老师也给了90,good
开卷，抄得累死，最后88,bad
ok,good
老师人很好，期末给资料，开卷考试，给分无敌好，96,good
90+,good
给分很好，90+,good
每节课签到，上课玩手机老师也不理，期末开卷，但给分一般，卡绩点,bad
老师讲得好，而且开卷考试也不难,good
上课基本是ppt，虽然是开卷考试，但给分总有坑的,bad
哇，求求大家千万别选。每堂课都到，中秋节那次课都到了！课堂展示认认真真做了，考试认认真真准备了答题了，还检查了三遍。最后给了我80，而且我不是个例，还有个同学跟我差不多说他78。。。想找老师问原因没有任何回复，千万别选！真的辣鸡！！！！,good
期末考试很迷……,bad
平时会点名，只是一定注意那个计算题啊，我几次点名都没到，本来以为会分很低，但正好听到了那个计算题，最后居然比另外一个天天去的同学分还高。。。,good
点五次名可以请两次假，有一次pre，期末开卷就打印PPT，给分超好，90+,good
点5次名，我正好点名都到了~~期末开卷，只要把老师的PPT全部打印下来就行，抄的手快断了，给分很好,good
很好,good
期末考试，打印老师的PPT就可以，题目简单，老师人美心善，课上带过泥土样本给我们玩泥巴,good
老师允许请假，点名会在微信群提前通知，开卷全考PPT内容，有个计算题注意上课听讲理解一下，90+无压力,good
三次作业，期末试卷可以带回去做，总体还行就是给分较低,bad
很水，点名是签到的形式，三堂课一般只上两堂，两次一百字的小作业（百度可以解决），期末试卷带回去做，给分一般,bad
真的服，我跟室友一样的考勤一样的期末开卷答案，一个90一个80,bad
考核方式是试卷，下课完成，内容都是上课涉及,good
期末开卷考试，试卷带回去，两个星期时间完成,good
3学分力性价比最高的,good
会交纸条查签到，考试自己把试卷带会去做,good
老师很好，三次作业，基本不听课，查查资料写点东西90+,good
给分好，很好,good
超赞,good
明明上个学期给分非常高的，这个学期突然变低了。。给分没有想象的好,bad
课比较水，有几次点名和小作业，期末发试卷回去做，给分不错,good
非常给力,good
不要被课程名字迷惑，超级“好”的一节课，大家懂的！！！,good
偶尔点名，期末交论文，成绩不错，没有太大的问题。,good
给分好，三次作业，最后卷子带回去做，百度得到~,good
给分特好,good
点3次名，到一次就不会挂，要交作业（很水），期末带一张pgoodper回去做。,good
结课交作业，上课不点名，作业从百度和ppt上面也可以找到，给分很好，最重要的是3个学分~,good
3个学分性价比极高呀,good
平时有3次作业，都挺简单的，期末发张试卷回去，刷分必选,good
偶尔点名,good
上课略显无聊，有些是高中物理的知识（虽然我们也不会听），总体比较水，期末带张试卷回去自己做好再交，平时有定期的小作业，18周的课有四五周都是不用上的。给分不算低，只要平时签到，小作业做好基本90没什么问题。,good
一般吧，给分也就那样,bad
三学分神课，给分超棒，作业错了一次仍然90+，墙裂安利,good
偶尔签到，，，，，有几次简单的作业，，，，，最后发张卷子带回去做,good
很无聊，，给分没有传说的好,bad
约有1/4的课是不用去上的,good
老师很好,good
给分不好，会点名，拿卷子回去做。,good`
上课略无聊，中间有三次小作用，期末开卷测试可百度，给分好,good
点了5次名，有小作业，最后有张卷子年年都是同样的题可以直接抄上去,good
有几次小作业，期末有张卷子拿回去做,good
分数不错，点名很多都是交小纸条，有三次平时作业都很简单，期末试卷拿回去自己做网上都有答案。老师不错,good
不错,good
可以代签，给分很玄，每次都签到交作业了但没上90...,bad
强推！逢人必推！,good
老师人超好，每次有作业的一周还放假不用上课，最后考试是发一小份题下去做，没有压力，给分很好，但是讲解的内容比较简单吧,good
每三周点一次名，中间有几次不去的。我们那时候有个群，作业什么的群里好心人会说，所以去的次数很少。最后一份卷子带回去写，貌似每年都差不多的题目吧,good
给分一般，期末考试带卷子回去做，还行吧,good
3个学分的课，两次小作文，期末试卷带回去做，给分85+，很良心了,good
不经常点名，但是给分也不好，还会有一些小作业，期末试卷带回去做,bad
不经常点名，80+,good
点名全到也没有90+，平时经常会有简单的作业，期末带回去做一些题,good
可惜当初选错领域了，不过这个老师还是蛮好的，给分也比较高，不怎么考勤,good
只要全签到就90加，缺一次则85加,good
期末考试还是很有难度的。,good
5次点名，一次10分,good
老师人很好，但是还是要有韩语基础或者热爱韩语想要学习韩语的去学吧,good
大学最喜欢的一门选修课，老师讲课很有意思，平时偶尔点名，点名一次十分，期末考试闭卷，不算难，要么认真学要么抱大腿。95分,good
老师讲课很有意思，会讲一些她在韩国的见闻。但期末考试有难度。然后有安排和韩国留学生交流。,good
无压力，5次签到占50分，期末50分,good
老师人很好，给分也很好,good
喜欢韩语的人，推荐上；没兴趣的话很痛苦,good
一共五次点名，期末闭卷考试。老师讲的很好，但是东西要复习，不复习都忘了，我现在都不记得元音辅音怎么念了,good
讲的很好，期末出了好多选择题，就是我对韩语不开窍~~有助攻90+,good
老师人超有趣，就是不太紧跟潮流hhh，点五次名，一次10分，最后闭卷考试占50分，给分好,good
考试很简单，都是书上的知识，主要是考勤很重要,good
闭卷考试,good
上课形式比较幼稚，但是讲关于韩国的内容很吸引人吧，不知道现在授课方式有没有改进,bad
老师上课很有意思，对于初学韩语的人来说很合适，考试内容都是选择题，挺简单的，老师给分超好,good
喜欢看韩剧的同学去学绝对无压力啊，闭卷考试有点难度，不过佳佳老师讲的很好，还可以学到很多韩国文化，棒！,good
建议大家还是先学一下基础的元音辅音再去，老师讲的比较快，对于零基础的同学来说有一定困难，但是总体来说进度还是太慢了，一整本书连三分之一都没上完......而且还不上下册。考试闭卷，题目非常基础，给分90+,good
ggoodggood老师人很好呢，考试闭卷，但是很简单，给分也好，推荐,good
ggoodggood老师超级好，人也幽默漂亮，讲解韩语也是十分good!,good
暑假上的，闭卷考试，平时有作业，有点名，讲课挺棒，给分一般,bad
给分很低,bad
老师人很不错，最后结课的时候还自己掏钱请了华师的韩国教授来。,good
平时成绩50%，期末50%，，会点五次到，每次占十分，老师上课还是不错的，会有两次外教课~~~考试五十道选择题，因为个人有基础，考试一点都不难,good
论文结课，水水,good
好课,good
给分好，别的不说了,good
给分高,good
期末论文，给分高。,good
分高，几乎没去，,good
经常放大国崛起...,good
一篇论文，经常看大国崛起，会按照院系点名,good
老师观点独到，讲的很好，论文比较好写（给题目）给分也好,good
老师讲的不错，很有见解，偶尔会点名，最后交篇论文，比较轻松90+,good
老师讲得不错，考试是写一篇论文，关键是给分很好,good
期末论文，中间有几节课会签到。,good
老师上课蛮有意思的，期末交个论文，给分90+,good
很有意思的课。,good
老师超级niceeee！！！,good
期末论文，不点名90+老师超nice,good
讲课很有意思，给分很好,good
讲得很好玩超级推荐！,good
老师很有趣，期末交个创意报告,good
期末论文，老师很好,good
给分好，讲得好，点名基本上毫无压力,good
老师上课很有趣，期末写论文，给分很棒,good
老师人很好，nice！给分也很高,good
老师超级nice的，讲课很有趣，期末交一篇论文，没什么压力，给分很好,good
期末一篇论文，没有考试，轻松90,good
讲的内容很棒，期末从选题里写论文，给分不错,good
上课带我们玩数独、小鳄鱼、德州扑克什么的，结课一篇论文，描述自己的想法就行，连资料都不用查的那种,good
很有趣，还带领我们炒股,good
上课用微信点到，讲课有点用,good
作业就最后的一篇论文，老师挺有趣的，给分也很好,good
老师是真的好得没的说，上课打牌赢了的钱发红包，给分超级好~,good
人特别好，给分特好,good
给分很好,good
给分很好，不考勤最后交论文。论文迟交了，和老师道歉补交，没有影响分数。,good
讲课生动，给分好,good
很有趣的老师，给分好，课堂气氛活跃，讲的东西很有趣,good
老师讲的很好,good
给分很好，论文结课,good
考核方式是写小论文，可以迟交，老师很有意思,good
老师人很好,good
老师人很好,good
老师上课很有趣，有一次课堂作业，期末交一份goodpp创意论文就行，给分很好,good
老师超好，讲课引人入胜，内容都很有趣，期末交论文，老师给题目，自拟也可以,good
期末论文，老师人很好,good
被卡绩了,good
老师人好，上课有趣，给分高，期末交论文,good
上课好玩儿，给分轻松90+,good
老师人特好，没去过，90+,good
老师很认真负责，但是为了照顾没有相应软件知识的同学所以问题分析的都不深入，最后交一篇论文，大约三次课堂作业。,good
老师人超好，上课也很有趣，有一次课堂作业，期末论文，超级推荐啊！！,good
老师很好，作业也不难,good
老师人很好,good
老师真的超好，给分也很高，很简单,good
老师超级好！有一次课堂作业（变相点名）但会在群里提前说，上的课也很有趣，给分高,good
给分好，最后写论文，上课老师带着玩手机游戏,good
老师讲课很棒，最后交一次论文轻松90+,good
老师明确说了不会为难大家,good
很有新意能了解到很多看书看不到的东西，，，老师很有趣啊~,good
给分良心，不点名，老师讲的很好,good
有点儿水，点名给加了分不给扣分，上课老师打德州扑克。。。有点儿意思,good
推荐，最后写一篇论文，90分。,good
从来不点名，期末交一个自己创意goodpp，很简单，受益匪浅，91,good
老师上课挺有趣，本身就不是很学术或者说很有用的课，事少，最后论文goodpp设计创意，我本身也觉得挺有趣，大开脑洞的好机会,good
老师很有有趣，眼光很长远，课程非常有意思，最后大作业设计goodpp，很简单，很实际,good
有两次课堂作业，交一次就OK，期末交一篇论文，给分超好,good
给分真是，太！好！了！而且老师很好说话！,good
不点名，会有一次课堂作业，期末交goodpp设计方案，轻松90+，墙裂推荐,good
老头好有意思，一定要选这门课啊,good
老师特别好,good
这个课很有趣，可惜今年没有了，轻松90+，一篇论文，不用学任何代码等专业知识,good
老师很幽默。产品经理们可以选，想写程序的得选这位老师的另一门课了。,good
给分非常好，讲课非常有趣，一次作业，一次论文，无考试。,good
有几个小作业，老师非常幽默，而且老师给分很好~90+，强推,good
老师非常有趣！课堂气氛特别好。给分也很高。,good
老师很有趣讲炒股啊什么的，不过最后有点卡绩点，期末是根据自己的专业设计一个goodpp，构想,good
老师很棒！！,good
老师人很好啊，讲课也很好玩，很强调创意，值得听，并且给分也不错,good
挺好的吧，老师人很好,good
无聊,bad
小论文，强烈推荐,good
上课很有趣，不是叫老师的赌博经历，就是看老师玩手机，期末交一篇论文，给分科学。,good
基本不点到，只是有一次上课用纸条回答，期末一篇论文，给分很好，而且老师讲课很有趣上课还给我们演示德州扑克怎么玩,good
简单有意思的课，最后结课是设计了一个goodpp界面？老师说不会做用手画都行哈哈，96,good
老师贼有意思，给分很好,good
老师很有趣~,good
老师是个很幽默风趣的老头，思维活跃，推荐,good
老师人超级好！讲课很有趣！给分也赞，而且大一可以选上！不过也就第一天可以…,good
不点名，老师会推荐一些有趣的goodpp，给分良心,good
给分高,good
中间只有一次点名，是写一个goodpp交上去，课堂有趣，期末写一篇小论文，感觉字数够多就可以，后来我都没去了，但论文写的多，也有90+,good
中间有一次课会提问，当堂交。老师超级有趣，讲课风格幽默。期末交一篇对某个创意的想法，很随意，不算论文。我当堂交的作业都没听清什么问题，最后给分还是90+,good
无点名无考试，期末交一个简单的作业就85+，平时讲课也很好玩，碰上假期补课老师还会取消那次课,good
从不点名，只需最后交个作业，作业也很简单，给分很赞,good
第一次课有写个常用goodpp当课堂作业，没做的之后可以补。讲的很好，都是干货。最后交论文分析goodpp或者自己想一个goodpp，感觉自己想的goodpp的分数会比较高,good
老师很风趣，给分也很好,good
老师讲课很好，很风趣~,good
上课无压力，绝对好课,good
结课写分析goodpp，但给分不是特别高,good
上课相当轻松，老师讲课幽默风趣，还会演示各种手机goodpp和游戏，有节课讲手机游戏，结果玩了3节课游戏o(∩_∩)o，,good
只要交了作业什么都好说，上课质量还不错,good
除了给我的分太低了！！！（生气+10086）其他还是蛮好的,bad
不点名，但最后我跟我朋友都是84分T^T哭晕T^T,bad
最后的作业是写一篇论文，老师讲得很有趣,good
只有六节课，随机一节课交作业算点名，只有一次。最后作业交一个手机goodpp的脑洞，或者一个手机goodpp的分析，很简单。老师人也很好。,good
没有点名，老师幽默，课程有趣，论文简单。,good
考核很简单，老师人很好,good
老师上课很有趣，考核完全无压力。,good
还不错,good
老师讲课很有意思~考核可以代签，最后的论文自己随便想了一个goodpp交上去，居然也有90+,good
很好的一门课哦，不去也没事，去了收获也不小，最后交一篇论文就OK了,good
选了绝对不会后悔~,good
最后一次课当堂论文，无点名无考试；给分很高90+；老师是个很幽默的老头，人很nice，介绍一些有创意的手机应用，并教给你想出创意的方法，很有启发,good
老师人很好，给分也高。,good
虽然老师看起来有点年纪，但实际上很与时俱进233给分还不错,good
很多次不去期末作业都晚交还给我90,good
微助教签到答题，期末提前一周给试卷题目，每次课都签到、答题，试卷认真查文献、课件做的，最后85，给分有点迷,bad
