0,1
和想象的差距很大，很失望。老师没有讲很多有关审美的角度和思考，全程就在刻奇与自我感动，例子也是千篇一律。据我统计，例子发条橙讲了8次，千年女优6次，勇敢的心，西西里的美丽传说也讲了很多次，每次都差不多，泛泛而谈，毫无营养。凑学分可以，给分不错，想学知识慎选。,bad
特别棒的老师，终身受益,good
大概我没达到老师的那种审美层次，脑子里记得的大概就是“这就是美”“这就是爱”“向死而生”这么几句，老师是物理的本科，哲学的博士，简直厉害到不行,good
老师人好又温柔，考核开卷,good
人好又温柔，分高没作业,good
老师讲的很详细，适合入门。,good
三次作业，给分高,good
这门课还是比较适合初入编程的小白的，我是软件工程的，做起来难度一般，有三次作业，还是能学到不少东西的,good
三次作业，不认真听课的话还是有点困难，最好要有点基础吧。认真听课还是会有基础的,good
三次大作业，最后做一个记事本，能学到东西,good
没点过名，有三个小作业，最后一个占比最大，三个小作业做好就可以了（自己去找老师给的程序中的问题，就可以很轻松上90）,good
几次作业，别的课忙的话还是要花点时间,good
三次大作业,good
都还挺好，问题是最后三次作业感觉做的可以了,good
交三次编程作业，一次比一次难，有基础会简单点，没基础上课好好听吧,bad
不去上课也行，有三次编程大作业，最后一个稍难点,good
很好，值得选,good
比较坑，比较坑，比较坑，，，,bad
本以为给分很好，没想到……算了不说了都是泪，怪我自己没好好学习,bad
就期末作品，给分没到九十,bad
就是平常两次作业和期末作业~内容不多,good
不点名。中间有一次作业。期末第10周就会布置，6月底截止。90分,good
老师人不错，但是教的东西对于文科生来说有点难以理解，不过还好，认真跟着老师来，最后自己设计一个数据库，给了我99,good
老师很好，能学到东西，平时会有作业，期末也是交作业，90＋,good
老师很好，不点名，可以学到有用的东西，期末交作业,good
最后一个大作业，从不点名但是被卡绩了....,bad
不点名，期末做一个access的程序,good
讲得好，给分也高，学的很深入，考试很简单,good
讲课太过浅显，科普性的，感觉没什么干货，3-4次点名，期末论文，给分感觉有点差，因为不知道怎么能拿高分、、最后论文不是听课能写好的,bad
期末论文，给分一般吧，,bad
感兴趣的话能学到很多知识，上课挺轻松的，由课堂表现，小论文（加分项）以及最后的试卷（可带回）给分，最后90+,good
老师上课会鼓励提问，有加分，不点名，今年期末是考试，试卷拿回去做,good
期末写论文，关于核能的都行,good
老师很好,good
偶尔签到，期末论文,good
给分还是挺高的，但是想要拿到90分以上还是要听课,good
老师很好,good
给分不错，老师巨温柔！！讲的很多涉及高中物理。,good
我们当年是考试……,bad
——————,good
造核弹的流程很有趣,good
d,good
当时换了个老师给我们讲，不是余老师，那个老师蛮有意思，当堂开卷论文,good
前面的余亮英老师不点名，后来换了老师每节课叫人回答问题，给分中肯，,good
前方核能。。。,bad
换了一个老师。。。,good
考试是最后随堂写论文，我写得乱七八糟所以感觉给分已经很不错了。中途有换老师，第二位老师更加激情一点hhh，文科生还是慎选吧，除非特别感兴趣，不是很有意思。,bad
余老师出国了，换了一个老师（也没告诉我们叫什么），总之那个老师很歧视文科生，考试是到最后一节课才告诉你论文题目，搜索加手写总共两个小时，字数不能写太多也不能写太少，前面还要写框架，总之事太多了。。今年课表没有余老师的课，所以...课名相同但教师不同的慎选,bad
16年下半年选的，余老师好像是出国了，换了一个老师，讲课还行，最后一节课上手写2000+字论文，开卷可带电脑手机，认真听过一两节课就可以写出来。没点过名。翘过2次课，平常也听课，最后论文也认真写的，只有87,bad
好老师！虽然听不懂哈哈点名不到貌似也没有很大的关系,good
余老师有母性光辉~~,good
2015届期末论文手写，之前的为考试。,good
可以代签，期末论文手写，,good
代签就行，期末手写论文，给分一般,bad
偶尔签到，最后论文，给分可以,good
考核写论文，字数不限，但是质量好了肯定加分，平时偶尔签到，可代签，老师讲的很认真,good
很轻松,good
之前看这门课给分超高才选的，然而之前考试都是做试卷，今年改成论文了。给分还可以，就是卡绩了。文科生表示这个课不算有趣,good
好,good
开卷，签到有,good
超级好，给分良心,good
开卷考试，老师给ppt，可以带电脑，不用打印ppt,good
不点名。文科生上课不怎么听得懂。。。。开卷考试，，87,good
平时会有签到，按照考试院系来签的，代签的话最好同一个人的几次签到字迹一样。考试开卷，90+,good
其实真的了解了些核知识，高大上有点走向浅易明啦,good
开卷考试，可以带电子产品，基本都是给的资料上的。,good
期末考卷子，，开卷，，可以用手机和电脑。，，，平时会经常要签到写名字，但是老师说不会影响期末成绩，不知道是不是真的。，，,good
签到点名很重要啊，一定要去！最后平均89左右,good
我是刚好90，室友没上90...平常上课没有要求，老师说签到不计入最后成绩。期末会给ppt，答案都在上面，还不错~,good
给分很好。有签到，老师还会研究笔迹。期末考试开卷，很简单，都在ppt上。,good
期末考一张试卷，基本90+，老师人很好,good
超级推荐！！！,good
有签到，就一次开卷期末考，直接找，90+,good
好多89分。。。,good
期末考开卷，总共点三次名，给分85,good
有签到，但据说不列入最后打分，考试开卷，给分不错，老师人很好,good
有签到，考试开卷，,good
上课偶尔签到，考试的时候老师说只要你们不看别人的卷子想干什么都可以,good
觉得不错,good
考核方式就是期末一个创意设计，讲课挺有趣的,good
期末交设计方案，老师人非常好给分非常高，但到得不齐会点名（不知道会不会影响给分）。另外想参加创新创业项目的同学建议选择，老师很有经验，能帮到很多忙。,good
期末交一篇论文就好了，给分高，老师讲课很不错的,good
老师人很好，讲课很有趣，也会请一些相关行业的专家来分享经验，能够学到很多有用的东西。偶尔签到，但不扣分，期末交一个项目书，给分高，90+。,good
期末交一个项目书，讲课比较有意思，适合打算参加互联网创业的同学选，给分良心,good
期末交一个项目书即可,good
老师给分真的很好，毕竟是大一选上的，还给了90+,good
老师讲的很好,good
讲课内容很实用，考核方式是课下编程，中间会有小的编程作业,good
老师很亲切很用心的，上课常有签到但不算严格，给分90＋。有一半时间是上机，作业有好几次的样子（我是抱的大腿hhh）有期末考试，要认真学才行。不过学到Excel应用，很实用。,good
棒！,good
给分超高，能学到东西,good
每节课都会有签到，按时去就没问题，老师人很好，讲课也不错，能学到东西，期中考试是答题，很简单，平时有几次作业，程序基本都是上课讲过的，非常简单，没有期末考试，给分超好，90+,good
给分不错,good
老师很棒,good
事多，老师很耐心，但是事多，我每个作业都交了，给分低,bad
推荐这位老师,good
基本上每节课都有作业和签到，认真做完给分很高,good
特别喜欢这个课！老师人很好，能学到很多有用的技巧，就是每周都有作业，事有点多，当然给分也很高。不过听老师说下学期她就不会教这个课了，会换别的老师。,good
每节课都会签到，但是给分超级好，老师讲的也很ok,good
每节课点名，两周一次作业，时限长，期末开卷。我缺一次作业也90+，还是很容易90+的。内容可能确实枯燥，如果接受不了做作业之前和考试之前集中自学也可以。,good
给分不错，要次次去，认真上机,good
作业一定要按时交,good
讲得不错，有实践作业，95+,good
只要次次去，给分不是问题。而且课上几乎是手把手教，接触过编程的课上很快就能完成作业，给分90+。,good
每次上课签到有作业，但是老师讲得超级好，可以学到很多而且按平时作业给分90+稳稳的,good
老师很好，轻松过关,good
内容很有意思，考试大部分是笔记,good
从古到今，老师的声音很有磁性，会每个朝代都以一位文人的故事来开端。开卷考试题目是平时讲过的作品。,good
很好,good
偶尔点名，期末开卷，老师讲的挺有意思的,good
上课要记笔记,good
没啥作业，也不点名，老师讲的很好，上课记得笔记就是考试内容,good
讲课不错，给分不高,good
平常点名少，没有平时作业。结课开卷考试，给分一般。,bad
靠自己扯，要扯得有道理，要敢于在百度都查找不到什么内容的时候大胆胡言,good
期末考试开卷，多准备点就行，，讲课不好玩呢,bad
从不点名,good
每次课都有签字形式的点名，但是老师人很好，讲的也不错，估计点名不来的人也不会扣分吧，期末一篇论文给分高,good
不错哦，挺好玩的,good
老师很认真，给分也一样认真,good
期末开卷,good
给分很好，上课认真听就可以考好，笔记要记比较多。。,good
介绍图书馆数据库资源，很实用,good
慎重慎重，课程内容很实用，但课程很枯燥,bad
点名两次，开卷考试（要听听课把一些东西写在老师发的PPT上）。感觉上不太好弄，不过均分挺高。？,good
平时没有考核、课上不会提问、最后考试开卷但是，由于本门课程比较硬核，，想好好上课听讲的可以一选，就像那个学分的请远离,good
老师人很好，点到要求严格，有一次插花，一次pre和实践，给分还不错,good
给分超级好,bad
课堂展示、小组活动、插花比赛、期末论文较多，任务较为繁重，但是老师比较温柔，课程内容也比较有趣。,good
考核比较简单，期末论文,good
就上课常常放一个外国人的视频,good
给分很好，会有比较多事情,good
逢课必点名，但是给分不错,good
会点名，有小组作业，但是给分比较好,good
挺好的,good
老师很温柔，有插花比赛和实地调研，挺有意思的，给分好,good
每堂课都点名，中间有调研，插花比赛，小组展示，还有期末论文,good
每节课都点名，可以有两次不去，一次插花，一次小组展示，期末论文，老师给分很好，人很温柔，,good
给分很好，很轻松,good
会有一些很有趣的活动，不好就是每节课点名,good
每节课都点，但有两次不去的机会，一次插花、一次小组展示、一篇论文，给分很好。,good
一般一般，给分挺赞。插花好玩。,good
老师超温柔，对这个课程内容本身比较感兴趣，听得认真，老师讲挺好的，有收获。有一次插画活动，一次考察，都挺有意思~,good
课堂活动很丰富，老师给分也高，一学期有缺勤两次机会，期末论文，期中一次插花比赛，一次PPT展示。,good
虽然每节课点名，但可以代替，可以请3次假，论文结课，基本上都是90+，建议论文里插图片。,good
老师给分很好，期末只需要写一下你对未来房子的感想。中间有一次插花作业，给分大家都差不多。就是每次都点名,good
一次插花比赛，一次课堂展示，一篇结课论文，，很良心，最后90+,good
一次插花比赛，一次课外实践，一次论文，所有的都是组队做的，逢课必点，考勤分会占最终成绩的一部分比重，还是非常有趣的，给分良心,good
印象中还是经常点名的，但不是特别严格，普通点名那种。上课比较有意思，印象最深的是一节插花课，各小组插好花后放到讲台上进行评比，还需要绞尽脑汁给作品起名字、想名字背后的故事以及新奇的表演方式……平时会放一些关于家装的视频，能学到一些装饰装潢的知识。,good
上课点名，但是给分有保障,good
插花比赛，小组PPT展示，期末论文,good
老师挺好的,good
无情高分,good
老师要求会比较严格，每节课都会签到，但上课很有意思，还会有插花比赛什么的，期末给分好,good
给分好,good
老师给分超级棒，学的东西也挺有趣的，推荐,good
老师超级好，就是喜欢偶尔点名，给分很高，考试是论文！,good
每节课都点名，上课放视频，平时会有小组作业，，不过挺有意思的老实人也很好，给分良心,good
基本每次都点名，作业较多，一次是结队出去游览武汉建筑写报告，一次是插花比赛，一次是presentation，一次是结业论文～给分较科学，最后88……,good
每节都会点名，还有一个PPT小组报告，期末论文。考察是挺多的不过内容也蛮有趣，介绍各种建筑装饰材料还会让看影片，还有插花。每次都去了得了93,good
每节课点名，可以有一次不去，后期上课看视频，给分90+,good
大学上过最喜欢的一门课，虽然每节课点名但是可以帮喊道，上课讲很多装修还有一些美学知识，挺有趣的，前几次课是插花很好玩，小组作业也很简单，最后交的论文叫装饰家，当时家里刚刚装修完就简单谈了一些心得，94分，周围都是90+,good
挺好的！！老师很棒哦，推荐！,good
对每节课必点名比较怨念。,bad

上这个课真心累，不过得到的分数也值得了,good
会有小组大作业，有些困难,bad
每节课都点是真的..，会有小组作业，个人作业。没有考试,good
太多麻烦事,good
有两次小组作业，最后交了论文，个人认为难度都比较小,good
讲课贼无聊，期末开卷考试给的重点根本不对，平时三次作业，坑,bad
有几次作业，开卷考，分给的挺高，一般九十多,good
开卷考，有几次课后作业，最后一期交,good
老师超级好，唯一一次点名没去最后还是90+,good
超无聊，反正水课，期末有考试，带回去开卷，85+,bad
平常比较抓考勤，特别是节前，然后期末把卷子发回去做,bad
期末发试卷回去做，老师人超好！给分很好,good
额，不太记得了。只记得做了好几次作业,good
平时点名和作业，作业最后一起交，期末有考试，,good
试卷拿回去做，，很认真的复习了才做的，给的分很好，谢谢老师～,good
考核方式：几次作业加一张试卷，试卷课外做给分不是很好，80＋,good
偶尔点名，最后考试开卷只要能找到答案就行。,good
不怎么累，最后要展示ppt，给分一般,good
啊，咋说呢，老师，你也辛苦了,good
不错啊,good
划重点最后卡绩点了,bad
每节课都有几道作业，期末考试是从这些作业里出题，而且是开卷，老师人很好,good
一直说闭卷到了期末当天突然改成开卷，几乎每次课都要点名，上课互动很多，不过给分不好，期末明明是开卷平时课也认真听了自认为自己的答案都是对的，每次课都到了没缺过勤，可是没上90好气啊,bad
最后开卷考加一篇论文，每周都去上老师眼熟你后给分90+，不过上课会点人回答问题,good
开卷，,good
给分一般，也有几个给分高的，给分参差不齐,bad
还行吧，一些基础知识，可以开阔眼界，不过貌似有些文科生反映无法理解,good
老师人很好..讲得有水平...最后开卷考试..就当扩展视野活跃思路的一门课,good
平常会把一些课后题目在PPT上展示，期末考试的时候会从中抽取题目考试，当然考前会把题目重新发给大家。貌似期末还会写一篇论文吧。给分基本上80+。,good
上课内容不只局限于专业知识，很多扩展联系和思考都很有意思~平时认真记PPT做课后习题，期末试卷的题目就出自其中，每次点名都在，认真做题分炒鸡高⋯⋯,good
可以自由回答问题，老师会登记答问题的人的名字。也有时候可以去回答问题发邮箱。没有随机点名。结课的时候交论文。可以自由讲ppt（小组或者个人都可以）。发邮箱1次+论文+自己讲ppt，96飘过,good
签到表签到,good
666,good
完全的水课,good
每节课签到，但给分很好,good
给分超级好，期末一篇论文,good
老师人不错啦，点名很水，论文也好写,good
平常签到。只有一篇结课论文，老师还说不建议超过两页纸。,good
不太喜欢老师讲课，很无聊，还有口头禅听着很不舒服。最后交一篇论文。,bad
每次签到，最后写一篇论文。90+,good
老师讲课真的很无聊，但是给分好。期末交论文，手写有加分，90+,bad
结课论文一篇，手写分更高。老师知识渊博，值得一选,good
水课,good
每节课都要签到，但是可以请假。没作业，交一篇很简单的论文，给分高。,good
最后交一篇论文，每节课都签到，可以和老师请假，老师人很好,good
每节课都签到，结课论文，给分挺好,good
上课不点名，结课交一篇论文,good
偶尔点名，樊老师讲课讲得非常好，课程内容也十分实用。最后的考试比平时讲的要简单些，数学基础比较好的还是很容易答高分甚至满分的。很值得一上的数学课。,good
讲的是竞赛的题目，建议想参加大学生数学竞赛或想提高自己数学水平的人选这门课。有两个老师讲，对应着高数上下的内容，先是樊启斌教授，后是湛少峰教授，讲的都不错。,good
老师主要是课堂上微信签到，最后交两个PPT作业，给分82分，主要看运气吧,good
只讲PPT，讲课内容超实用，期末交作业，给分很好,good
这门课真的很好！！有干货实用而且给分还好！老师也很可爱！,good
老师超好！干货很多！,good
老师上课很有趣，讲解如何制作PPT，干货很多，期末要求交两个PPT和一个Word，给分很迷。,bad
主要讲授如何制作PPT，期末考核是制作一份“阅读型”PPT和“演讲型”PPT，外加一份word说明，不点名，给分高，能学到东西，五星推荐,good
上课是教ppt制作，期末交两个ppt和一个word，从不点名，老师人很好，讲的也不错,good
上课是教ppt制作，期末交两个ppt和一个word，从不点名，老师人很好，讲的也不错,good
讲课超有意思，学了之后感觉世界观的变了，真的能学到很多。,good
最后交两个ppt，平常十分轻松,good
老师人很有趣，讲课也好，作业要认真做，88分,good
讲得很好但是给分尴尬，要是只想混学分的话建议不要选,bad
认真听会学到一些东西，期末两个PPT一个WORD，给分还不错,good
还行，交的两个ppt,good
不点名，讲课内容很实用，期末交两个ppt，一个Word文档，给分比较严格。,bad
老师讲的很好啊，课堂有趣，不考试，不点名，最后80，不过怪我自己没好好做。,good
讲的很好，就是给分不是很高,bad
很实用，可惜自己没有好好学-，-,bad
期末我没有认真做结课作业所以分超低QAQ，但是我其他同学分数不错，希望大家吸取我的教训。,bad
不点名，上课就是老师操作最好带电脑去要不然很蒙逼，期末交PPT,good
挺实用的，最好每次上课带着电脑跟老师一起操作,good
讲课有意思，能学到东西，但是期末交了一个自以为超级赞的PPT，才80多分，身边同学随便做的不好看的PPT也是这个分，老师你出来我们打一架,bad
老师很认真，给分90+，相当轻松。没有点到，最后交自己做的ppt就好。,good
90,good
老师讲课不错，干货挺多的，也很实用。最后是交两个ppt和一个word。唯一美中不足的是给分实在是呵呵哒，我周围没有一个人85+的，怀疑老师没有拿到年终奖。可以去蹭，但是不要选！！！！,bad
平时无作业，边将边演示，其实只讲ppt的制作，考试就是交两份ppt和一份word介绍。,good
讲PPT制作，非常有收获，老师讲的也很好，可以学到ppt的很多东西，结课交几个作品，很简单，给分很好。,good
好像不点名，没有作业，老师讲得很有意思，学的ppt制作方法也非常有用，期末没有考试，交两个ppt作业和一份word文档记录制作ppt的心得之类就行，分很高,good
课上的有趣，老师不点名，但是分数相当低！,bad
学到很多，尤其是PPT的制作，如果没怎么好好上课，结课作业可能就会有点问题了，最后就是做一份PPT再写一份你制作这份ppt的思路报告,good
老师幽默风趣，干货满满，给分90+,good
只讲了PPT的内容，老师很风趣，内容很实用,good
老师给分很好的，期末做两个ppt就可以啦，只要是用心做的分都高,good
威胁点名其实好像没点过吧，，,good
课不错，老师讲的很好，风趣幽默，能学到东西，就是给分不太高,bad
棒,good
老师讲的极好而且真的可以学到很多东西。作业是最后交两个ppt一个word。给分还不知道……,good
老师颜值高讲得好，节节课笑点无数，从不点名，无课堂作业，结课作业的ppt做得好的话给分90+,good
不点名，讲的好，教你做PPT，最后要交两个PPT，能学到一些,good
不错,good
垃圾老师，水课,bad
老师真的超级好,good
真的超好，强烈推荐。轻松90+,good
给分非常好，事情有点多,good
小组展示，结课800字手写论文，帮老师填问卷会有加分，90+,good
每学期回答两次问题，小组作业一次，期末做问卷算入平时分。期末是一篇小论文。给分很好！,good
给分分为上课发言和小组展示以及论文，所以要把握好发言机会，给分挺好的,good
给分超好，老师给你很多加分的机会,good
小组任务,good
上课回答问题，展示＋论文，给分好,good
点大概三次名，平时要分小组做ppt或者小视频，然后期末交一篇论文（....老师还邀请你去医学部找他聊天，会有加分）,good
偶尔通过QQ群填问卷点名。期末是小组做PPT或者小视频。很轻松的一门课。给分超好！,good
要积极发言哦，还要有一次小组展示，给分好,good
小组展示，经常点名，上课要回答问题。给分90+。,good
有3次点名，课堂回答问题加分，最后写论文,good
给分很好，点3次名，就是事情有点多，要求最低上课回答问题的次数，还有要有小组展示（只准少部分小组用ppt，其他组要求用情景剧等多种形式），最后还要2000字结课论文（手写）。,good
三次点名，去老师办公室主动交流有加分，好多90+的，有小组展示，平时讲的东西比较大众，不存在理解问题，要求发言两次以上,good
90+，给分可以,good
有三次点名，是写名字的纸条交上去。这个课要求上课举手发言超过三次，小组展示一次，不过都好说。最后交一篇手写论文，给分90+,good
微助教签到答题，期末提前一周给试卷题目，每次课都签到、答题，试卷认真查文献、课件做的，最后85，给分有点迷,bad
期末卷子拿回去自己写，有一次展示,good
每节课微助教签到，一次小组展示（人站在讲台上）。期末答题拿回去写。觉得不是很有意思哎。,bad
微信签到，期末试卷会提前发，有一个小组展示,good
老师人很好,good
有趣的课，考试也不难,good
平时会签到，有个集体展示，给分一般,good
微助教签到，考试开卷，给题目回去写,good
很水，考核也简单，分数给得有点随意,good
微助教签到，开卷考试提前一周给题目,good
考勤不记得了，给分还行。,good
有一次展示，最后卷子拿回去做，认真点分数不会低,good
这门课给我分特别高...上课有随机问题，微助教签到,good
给分低,bad
给分一般，不怎么点名，轻松，讲课适合睡眠,good
PPT展示，试卷带回自己写，给分不高,good
无聊,bad
平时微信点名做题，老师讲的很好，一次小组ppt展示，结课一张卷子带回去做,good
两位老师来讲课，覆盖的面算比较全面，听一听对生活也有帮助。每节课用微助教签到，有时还会用微助教做题，有一次小组展示，讲完以后全组人上去，老师点评，然后会对个别成员进行提问，期末试卷传到群里自己做好后下一周交。给分还不错,good
这次给分不高,good
手机签到，试卷拿回去自己完成，有小组PPT展示。给分可以,good
手机签到，开卷考试，小组ppt展示，给分高。,good
有展示，每节课都手机签到，最后开卷带回去考试,good
咦惹,good
感兴趣，但上课可以水，给分高，最后发张卷子一个星期交,good
开卷，试卷要带回去认真做，平时上课要微助教点名做题，还有一个小组展示，没有其他作业,good
期末展示，平常课堂会有提问,good
期末有一份题目回去做完最后一次课交。有一次课堂小组展示，但是不计入成绩。平时喜欢用微助教答题互动。基本上是干货，有利身心健康。,good
老师讲的很好，给分也很好，期末考试提前一周把卷子发下来，网上有原题,good
很迷，每节课都去作业都做，但是给分太差了,bad
每次签到，还有与成绩无关的展示，最后交试卷，85.讲的还可以,good
每节课微信签到，可能有微信答题，每节课都去，最后的发下去的卷子认真写，给分还是很好的。老师很有激情,good
第一次公选，给分好低啊,bad
课下讨论+课堂展示+课后一套试题，给分卡绩，明明答案都是对着生化书和卫生学书写的，只给89,bad
经常花式点名，没办法代答到的那种，但是最后考核很简单，给分不错,bad
老师讲的还是很好的。知识也还很实用，每节课都微信定位签到，有时候会在微助教上写题。期末考试是一套问卷，我的分还行，但是我们群里有人说分很低。,good
必选课，92,good
给分很好，每次点名，期末试卷考试,good
每节课都要微助教签到，不能旷课啊，每节课都要在微助教上做题，需要小组准备一个PPT，最后做一份问卷就好，给分还可以。,bad
给分好，每节课点名，开卷考试，水课,good
开卷考，我和同学的分都低得莫名其妙,bad
每节课微信签到，还会用微信回答问题，有一次小组展示，最后给卷子拿回去做，给分好,good
很好，老师上课认真，签到严格。期末开卷，小组演讲,good
给分很好，基本没有什事情,good
老师人很好，但是每节课都要微信签到，给分很好,good
基本上每节课微信点名，但是老师很好准备的很认真，学到很多东西，给分也不错，推荐,good
最后有张卷子自己带回去做（老师发邮箱）课堂上用微信公众号签到和提问,good
每节课手机定位签到，课堂上要用公众号回答问题。有一个展示。最后卷子提前发下来带回去做，给分很高,good
老师上课认真，授课内容很有意思十分实用。期末应该是有试卷带回去自己做，不过因为作业发到邮箱没看到所以还是在课堂上完成的。,good
除了每节课点名其他都还好，期末开卷拿回去做网上都有答案，填一个健康测试就行，给分好,good
挺有趣的，就是事有点多，但是给分好,good
每节课都用微信点名，，，不建议医学生选，因为没啥意思，期末要做一个小组展示,bad
老师人很好，很儒雅的感觉2333事也不多，给分也很好！,good
有一次课堂展示，有一次作业（开卷）,good
85，每节课微信签到答题，事情特别多，慎选,bad
千万别选，16年开始每节课点名，反正我每节课都去了，考试参考网上的答案，我也只有77。,bad
这门课还是挺不错的一门公选，老师会跟你介绍一些人体必不可少的元素，然后微信签到，每节课都会签到！黑暗的高科技还会定位你是否在教室！不过考核还是挺简单的，一个健康调查表、一份试卷。期末95！,good
每次点名，有一个小作业，还有，小组ppt演讲，不担任主要角色就八十+而已,bad
每节课微信点名，，考试卷子发回去做,good
开卷考试,bad
